Car ID,Brand,Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model
362,Tesla,2003,1.1,Hybrid,Manual,93708,Like New,39837.32,Model Y
363,Mercedes,2003,1.7,Hybrid,Automatic,157029,Used,41764.91,C-Class
364,Audi,2003,3.3,Hybrid,Automatic,213092,Used,50507.25,Q7
365,Toyota,2003,1.7,Diesel,Manual,268556,Used,87189.19,Camry
366,BMW,2003,4.4,Petrol,Manual,111889,Like New,28378.94,X5
367,Honda,2003,5.0,Hybrid,Manual,46023,New,88223.12,Accord
368,Tesla,2003,3.3,Petrol,Manual,294977,New,60966.05,Model S
369,Tesla,2003,1.0,Hybrid,Manual,128721,Used,89146.02,Model S
370,Tesla,2003,5.9,Electric,Manual,189787,New,20045.44,Model S
371,Tesla,2003,2.5,Diesel,Automatic,1919,Like New,61313.37,Model 3
372,Ford,2003,4.6,Diesel,Manual,106147,Used,79115.91,Fiesta
373,Mercedes,2003,1.9,Petrol,Manual,287181,New,53135.37,GLC
374,Ford,2003,1.1,Petrol,Automatic,38379,Used,27396.55,Focus
375,Honda,2003,3.0,Electric,Manual,232321,Used,51937.67,Civic
376,Mercedes,2003,2.7,Hybrid,Manual,181136,Used,21664.07,C-Class
377,Honda,2003,5.1,Diesel,Manual,125721,New,99578.74,CR-V
378,Tesla,2003,4.0,Electric,Manual,186061,New,14842.37,Model S
379,BMW,2003,3.0,Electric,Manual,224090,Like New,23960.81,5 Series
380,BMW,2003,1.9,Electric,Manual,86134,New,22932.06,3 Series
381,Mercedes,2003,2.7,Hybrid,Manual,35568,Used,18375.99,E-Class
382,Ford,2003,4.6,Hybrid,Automatic,276379,New,16224.78,Fiesta
383,BMW,2003,1.2,Petrol,Automatic,23880,New,68420.48,X3
384,Toyota,2003,3.1,Electric,Automatic,167466,New,81568.35,Prius
385,Ford,2003,4.2,Electric,Manual,185639,Used,90489.84,Fiesta
386,Mercedes,2003,2.3,Petrol,Manual,113831,Used,92452.65,E-Class
387,Tesla,2003,1.7,Electric,Automatic,108007,Used,30196.61,Model X
388,Mercedes,2003,5.5,Electric,Manual,16997,Like New,49216.7,GLC
389,Honda,2003,1.7,Hybrid,Automatic,227257,Used,24158.79,Accord
390,Ford,2003,4.8,Electric,Manual,276850,Like New,84586.96,Fiesta
391,Ford,2003,3.2,Electric,Manual,208794,Used,53471.55,Fiesta
392,Audi,2003,2.4,Diesel,Manual,5608,Like New,94827.57,Q7
393,Audi,2003,2.6,Diesel,Automatic,28715,Used,95709.72,A3
394,Mercedes,2003,4.1,Petrol,Manual,263552,New,82836.79,GLC
395,Tesla,2003,3.0,Electric,Manual,231946,Used,59159.81,Model X
396,Tesla,2003,1.4,Diesel,Automatic,21518,Like New,6498.57,Model X
397,Tesla,2003,3.4,Electric,Automatic,23052,Used,83278.58,Model S
398,Tesla,2003,5.9,Hybrid,Automatic,88757,New,46995.77,Model S
399,BMW,2003,3.7,Petrol,Manual,33370,Used,26164.57,X5
400,Honda,2003,2.0,Electric,Manual,222700,New,43573.25,Accord
401,BMW,2003,1.7,Hybrid,Manual,88552,Like New,67674.17,X5
402,Tesla,2003,3.7,Petrol,Manual,242726,Used,72297.13,Model X
403,Mercedes,2003,1.3,Petrol,Manual,74176,Like New,9919.43,GLA
404,Audi,2003,5.1,Electric,Manual,206040,Like New,36432.36,Q7
405,Toyota,2003,3.5,Diesel,Automatic,214738,Used,95390.34,Camry
406,Audi,2003,5.9,Petrol,Manual,93254,New,85376.31,A3
407,Honda,2003,1.0,Hybrid,Automatic,118115,Like New,22364.91,CR-V
408,Tesla,2003,2.0,Petrol,Manual,81696,New,14075.88,Model 3
409,Toyota,2003,2.5,Diesel,Automatic,271952,Used,15569.82,Corolla
410,Toyota,2003,5.0,Hybrid,Automatic,252771,Like New,63473.31,Corolla
411,Tesla,2003,4.3,Diesel,Manual,287858,New,71085.73,Model 3
412,Honda,2003,1.1,Hybrid,Manual,72828,New,56015.86,Civic
413,Toyota,2003,5.8,Hybrid,Manual,224589,Like New,88481.26,Corolla
414,Mercedes,2003,1.3,Electric,Automatic,101732,New,80585.93,GLA
415,BMW,2003,4.0,Diesel,Automatic,120283,Like New,71381.7,X5
416,Audi,2003,1.6,Electric,Automatic,259925,New,14406.85,Q7
417,BMW,2003,1.9,Diesel,Automatic,274805,Used,69330.2,3 Series
418,Honda,2003,1.3,Electric,Automatic,265880,Like New,66780.72,Accord
419,Honda,2003,5.7,Diesel,Automatic,281140,New,34662.28,Civic
420,Toyota,2003,4.1,Electric,Manual,2419,Used,41275.26,Prius
421,Mercedes,2003,5.5,Electric,Automatic,66896,New,26923.0,E-Class
422,Audi,2003,5.7,Electric,Manual,175150,New,85693.4,A4
423,Mercedes,2003,2.9,Hybrid,Automatic,143755,Like New,70626.72,C-Class
424,Audi,2003,5.0,Electric,Automatic,45177,New,44837.96,A4
425,Toyota,2003,3.1,Petrol,Manual,222159,Like New,84622.59,Prius
426,Ford,2003,3.0,Hybrid,Manual,156629,Like New,43638.79,Focus
427,Audi,2003,5.9,Electric,Automatic,209485,Like New,10455.23,A3
428,Honda,2003,2.0,Diesel,Manual,166519,Like New,53190.92,Fit
429,Ford,2003,1.7,Electric,Manual,171960,Used,16232.63,Explorer
430,Tesla,2003,1.3,Petrol,Manual,98385,Used,91304.03,Model 3
431,Honda,2004,5.9,Hybrid,Manual,162776,New,81203.72,Fit
432,Honda,2004,2.1,Diesel,Manual,265332,Like New,67541.26,Fit
433,Audi,2004,2.5,Hybrid,Manual,292527,Like New,17876.4,A3
434,BMW,2004,1.8,Petrol,Automatic,55904,Used,39682.76,X3
435,Audi,2004,3.5,Diesel,Manual,232409,Like New,71685.59,A3
436,Mercedes,2004,2.2,Diesel,Automatic,290690,New,10605.32,E-Class
437,Ford,2004,2.3,Electric,Manual,100459,New,27138.14,Explorer
438,Toyota,2004,1.9,Petrol,Automatic,132773,New,29737.34,Prius
439,Audi,2004,1.3,Hybrid,Automatic,80974,Like New,79429.51,Q7
440,Audi,2004,5.1,Hybrid,Manual,137837,New,39255.57,A3
441,Mercedes,2004,4.0,Hybrid,Manual,231853,Like New,6126.25,GLA
442,Ford,2004,2.3,Hybrid,Manual,122772,Used,67569.14,Focus
443,Audi,2004,1.4,Petrol,Automatic,153535,Like New,59181.58,Q5
444,Audi,2004,5.9,Petrol,Automatic,278098,Used,87061.94,Q5
445,Ford,2004,4.2,Electric,Manual,282689,Used,26668.44,Explorer
446,Ford,2004,4.8,Diesel,Manual,27584,Used,37721.92,Explorer
447,BMW,2004,3.4,Petrol,Manual,71934,New,35782.66,X3
448,Ford,2004,4.8,Petrol,Automatic,104087,Like New,24529.31,Focus
449,Ford,2004,3.1,Petrol,Automatic,181026,New,73066.54,Focus
450,Ford,2004,2.9,Electric,Automatic,17300,Used,25750.2,Mustang
451,Honda,2004,2.1,Hybrid,Automatic,292104,Used,24863.06,Fit
452,BMW,2004,2.5,Petrol,Automatic,211803,Like New,38698.38,X5
453,Toyota,2004,3.9,Hybrid,Manual,261025,New,68249.27,Camry
454,Ford,2004,6.0,Diesel,Automatic,164164,New,69409.53,Focus
455,BMW,2004,3.0,Petrol,Manual,126011,Like New,24628.15,3 Series
456,Honda,2004,4.4,Diesel,Automatic,237469,Used,60991.19,Fit
457,Ford,2004,1.4,Hybrid,Manual,97819,Like New,64063.13,Fiesta
458,Tesla,2004,2.9,Petrol,Automatic,258308,New,7830.98,Model Y
459,Toyota,2004,2.8,Hybrid,Manual,15250,Used,73292.09,Prius
460,Honda,2004,5.4,Petrol,Automatic,294120,Like New,35945.02,Accord
461,Audi,2004,3.4,Petrol,Manual,272126,Like New,65767.89,A3
462,Audi,2004,2.4,Petrol,Manual,141753,Like New,31567.83,Q7
463,Ford,2004,4.7,Diesel,Manual,208072,Like New,60309.09,Mustang
464,Toyota,2004,2.0,Petrol,Manual,2994,New,24368.44,Corolla
465,Mercedes,2004,1.8,Diesel,Automatic,80903,Used,12393.23,C-Class
466,Ford,2004,2.0,Electric,Automatic,281035,Used,24655.78,Fiesta
467,Audi,2004,3.5,Petrol,Automatic,103533,Like New,90768.57,Q5
468,Mercedes,2004,2.1,Petrol,Manual,77228,Used,57335.06,C-Class
469,Tesla,2004,2.3,Diesel,Automatic,27313,Like New,46227.71,Model Y
470,Honda,2004,1.0,Diesel,Automatic,77088,Used,88921.72,CR-V
471,BMW,2004,4.0,Diesel,Automatic,116251,Like New,55381.61,X3
472,Toyota,2004,5.0,Petrol,Automatic,218417,New,44867.12,Prius
473,BMW,2004,1.7,Petrol,Manual,196955,Like New,66805.57,X5
474,BMW,2004,2.2,Hybrid,Manual,69852,Used,91346.42,X5
475,Toyota,2004,3.1,Electric,Automatic,116196,New,29507.7,Camry
476,Toyota,2004,5.6,Hybrid,Automatic,252365,New,23123.54,RAV4
477,Honda,2004,3.0,Hybrid,Manual,226293,Used,74368.55,Civic
478,BMW,2004,5.1,Hybrid,Manual,161938,Used,54592.22,X5
479,Ford,2004,5.0,Hybrid,Automatic,295885,New,78011.12,Mustang
480,Ford,2004,2.6,Hybrid,Manual,158279,New,38776.63,Fiesta
481,BMW,2004,4.9,Diesel,Automatic,190477,Like New,33371.37,5 Series
482,Audi,2004,2.0,Diesel,Automatic,242124,New,86583.65,A4
483,Ford,2004,1.5,Electric,Automatic,293238,New,60050.12,Mustang
484,Ford,2004,5.1,Petrol,Manual,38886,Like New,40143.35,Focus
485,Audi,2004,3.6,Hybrid,Manual,72534,New,96173.37,Q7
486,BMW,2004,5.3,Hybrid,Manual,255033,Used,8218.17,3 Series
487,BMW,2004,1.8,Diesel,Automatic,185153,Like New,56201.4,X5
488,Audi,2004,3.3,Diesel,Manual,101799,Like New,29756.8,Q5
489,Mercedes,2004,3.6,Electric,Manual,15419,Used,66064.36,GLA
490,Honda,2004,1.3,Diesel,Automatic,216746,New,68817.96,CR-V
491,Toyota,2004,3.8,Diesel,Automatic,8720,Used,23695.06,RAV4
492,Honda,2004,5.6,Hybrid,Automatic,166052,Used,95620.03,Civic
493,Tesla,2004,1.7,Electric,Manual,224582,Like New,96270.09,Model X
494,Toyota,2004,5.4,Hybrid,Automatic,271452,Used,79696.82,Corolla
495,Mercedes,2004,4.6,Diesel,Automatic,82970,New,49671.89,GLC
496,Mercedes,2004,1.8,Electric,Manual,243966,Used,7407.08,C-Class
497,Toyota,2004,4.7,Petrol,Manual,110623,Like New,61424.06,Corolla
498,Honda,2004,3.4,Hybrid,Manual,117734,New,67848.63,Fit
499,Toyota,2004,2.7,Diesel,Manual,279477,Like New,66520.34,Prius
500,Tesla,2004,1.3,Hybrid,Automatic,36355,Like New,5343.23,Model Y
501,Tesla,2004,3.2,Petrol,Manual,171840,Like New,29822.3,Model 3
502,Tesla,2004,3.8,Diesel,Automatic,182296,Used,75344.14,Model 3
503,Audi,2004,1.3,Electric,Automatic,244,Like New,90253.66,Q7
504,Tesla,2004,5.5,Electric,Manual,128259,New,41858.72,Model X
505,Mercedes,2004,2.1,Electric,Manual,50551,New,51393.69,C-Class
506,Tesla,2004,1.0,Electric,Manual,158539,Used,56605.04,Model 3
507,Mercedes,2004,1.2,Hybrid,Manual,4889,New,40694.09,C-Class
508,Tesla,2004,3.1,Electric,Manual,26467,Like New,45001.78,Model X
509,BMW,2004,1.6,Diesel,Manual,252234,New,9212.7,5 Series
510,Toyota,2004,1.1,Hybrid,Automatic,228629,Used,33051.79,Prius
511,Honda,2004,4.5,Diesel,Manual,154522,Used,57411.95,CR-V
512,Tesla,2004,4.9,Diesel,Manual,221490,New,70119.9,Model X
513,Ford,2004,1.9,Petrol,Automatic,220533,New,82412.37,Mustang
514,Tesla,2004,3.2,Hybrid,Manual,24578,New,57879.27,Model 3
515,Audi,2004,1.3,Hybrid,Manual,233127,New,23092.76,A3
516,Mercedes,2004,4.8,Petrol,Automatic,178772,New,12414.71,GLC
517,Toyota,2004,3.2,Electric,Automatic,157234,Used,78647.35,Prius
518,Ford,2004,4.4,Petrol,Automatic,145762,Used,99153.11,Fiesta
519,BMW,2004,3.7,Petrol,Manual,155759,New,95342.95,X3
520,Toyota,2004,1.8,Petrol,Automatic,232275,Used,76225.56,Prius
521,Honda,2004,4.3,Diesel,Manual,91725,New,29581.41,Accord
522,Audi,2004,1.6,Hybrid,Manual,71326,New,33214.51,A4
523,Audi,2004,5.2,Petrol,Manual,133461,New,43411.36,A4
524,Tesla,2004,4.1,Electric,Manual,100804,Like New,83026.3,Model 3
525,Toyota,2004,5.1,Electric,Automatic,22462,Used,69523.76,Camry
526,Mercedes,2004,5.3,Petrol,Manual,4090,Used,65284.2,GLA
527,BMW,2004,3.4,Electric,Automatic,266890,Used,56917.99,3 Series
528,Audi,2004,4.6,Hybrid,Manual,294743,New,30691.24,A4
529,Mercedes,2004,1.4,Petrol,Automatic,152254,Like New,57898.25,GLA
530,Honda,2004,3.9,Hybrid,Automatic,278504,New,22752.86,CR-V
531,BMW,2005,1.1,Petrol,Automatic,166685,Used,33449.34,X5
532,Honda,2005,2.5,Petrol,Automatic,46105,Used,44693.08,Fit
533,Toyota,2005,4.6,Petrol,Manual,173620,Like New,44014.24,Prius
534,Ford,2005,3.5,Hybrid,Manual,146297,Used,44017.39,Focus
535,BMW,2005,1.8,Diesel,Manual,184133,Used,93582.37,3 Series
536,Honda,2005,2.7,Petrol,Automatic,149014,New,17459.84,Fit
537,Tesla,2005,1.5,Diesel,Automatic,107157,Like New,19301.38,Model 3
538,Audi,2005,1.1,Petrol,Automatic,81147,New,6629.41,Q5
539,Mercedes,2005,4.0,Petrol,Automatic,246514,Used,32455.6,GLA
540,Honda,2005,5.5,Petrol,Automatic,255745,New,83758.57,Fit
541,BMW,2005,4.0,Electric,Automatic,235572,New,58054.65,5 Series
542,Mercedes,2005,1.7,Electric,Manual,96359,Like New,18566.94,GLA
543,Toyota,2005,5.9,Diesel,Manual,31346,Like New,35184.4,RAV4
544,Toyota,2005,6.0,Diesel,Manual,61477,New,69868.63,Corolla
545,Mercedes,2005,1.7,Petrol,Automatic,93993,Used,90079.29,GLC
546,Honda,2005,6.0,Diesel,Automatic,227561,Like New,85357.36,Accord
547,Honda,2005,2.2,Hybrid,Manual,168050,New,51706.44,Fit
548,Mercedes,2005,2.8,Petrol,Manual,269538,Like New,97851.95,GLA
549,Honda,2005,2.4,Electric,Automatic,187964,New,60621.03,Civic
550,Ford,2005,1.6,Hybrid,Manual,243825,Like New,69032.18,Focus
551,Audi,2005,1.7,Diesel,Automatic,52181,Used,89579.85,A4
552,Tesla,2005,3.9,Hybrid,Manual,28365,New,34931.8,Model Y
553,Tesla,2005,3.3,Electric,Automatic,288988,Used,89350.67,Model Y
554,Toyota,2005,2.8,Diesel,Automatic,213807,Used,36441.48,RAV4
555,Tesla,2005,1.5,Hybrid,Manual,281892,New,93735.68,Model Y
556,BMW,2005,4.9,Electric,Automatic,188874,Used,51712.69,X5
557,Toyota,2005,5.9,Petrol,Automatic,189340,Used,42277.91,Corolla
558,BMW,2005,2.7,Electric,Manual,189864,New,56099.65,X3
559,Toyota,2005,4.4,Hybrid,Automatic,64829,Like New,91981.24,Camry
560,Mercedes,2005,2.9,Petrol,Manual,127521,Like New,82138.86,GLA
561,Tesla,2005,2.1,Diesel,Manual,282635,Like New,50970.83,Model X
562,Honda,2005,3.1,Diesel,Automatic,269188,Like New,72231.75,Fit
563,Tesla,2005,4.0,Diesel,Automatic,10110,Like New,35803.74,Model X
564,Mercedes,2005,2.2,Electric,Manual,160389,Like New,70056.35,E-Class
565,BMW,2005,4.9,Hybrid,Automatic,136169,Used,44119.84,5 Series
566,Audi,2005,1.4,Petrol,Automatic,18800,Used,63510.95,A3
567,BMW,2005,4.1,Petrol,Manual,193596,Used,45952.79,X3
568,BMW,2005,5.8,Electric,Automatic,86332,Like New,44875.96,5 Series
569,Toyota,2005,1.4,Petrol,Manual,50547,New,76890.21,Corolla
570,Ford,2005,5.6,Petrol,Automatic,252862,Like New,22849.55,Mustang
571,BMW,2005,1.6,Diesel,Automatic,43168,New,92862.86,X3
572,BMW,2005,1.1,Petrol,Automatic,290595,New,35735.34,X5
573,Honda,2005,5.7,Petrol,Manual,191239,Like New,59222.42,Civic
574,Tesla,2005,2.8,Petrol,Manual,46766,New,25592.57,Model X
575,Mercedes,2005,5.3,Electric,Manual,264418,Like New,80173.29,C-Class
576,Tesla,2005,3.2,Hybrid,Automatic,125813,New,69484.26,Model 3
577,Honda,2005,3.6,Diesel,Manual,190791,New,17549.35,Accord
578,Tesla,2005,4.5,Diesel,Manual,81991,New,91752.54,Model S
579,BMW,2005,2.3,Diesel,Manual,16116,Like New,93712.71,5 Series
580,Honda,2005,5.8,Hybrid,Automatic,116894,New,58179.75,CR-V
581,Honda,2005,2.5,Diesel,Manual,50126,Used,34592.07,Civic
582,Ford,2005,4.9,Hybrid,Manual,264068,Used,45950.82,Mustang
583,Ford,2005,5.7,Diesel,Manual,2460,Like New,83241.03,Mustang
584,Toyota,2005,1.9,Hybrid,Automatic,286422,New,63340.94,Prius
585,BMW,2005,3.4,Electric,Manual,226833,Used,30938.69,X3
586,Toyota,2005,2.9,Petrol,Manual,167848,Like New,25578.52,Camry
587,BMW,2005,1.6,Petrol,Manual,85779,Like New,20350.81,3 Series
588,Toyota,2005,1.3,Diesel,Manual,272204,Like New,85220.19,Corolla
589,Ford,2005,2.1,Electric,Manual,45667,Like New,15792.23,Explorer
590,Ford,2005,2.4,Diesel,Automatic,248924,New,82126.53,Fiesta
591,Ford,2005,3.8,Petrol,Manual,186869,New,62317.77,Explorer
592,BMW,2005,4.5,Electric,Automatic,7904,Used,69719.28,3 Series
593,Ford,2005,1.5,Petrol,Automatic,132850,Used,37120.12,Focus
594,Audi,2005,4.7,Petrol,Manual,180076,New,96558.64,A3
595,Tesla,2005,4.9,Petrol,Automatic,168767,Like New,83946.15,Model X
596,Audi,2005,4.9,Hybrid,Manual,193295,Like New,34513.51,A4
597,Ford,2005,5.1,Electric,Manual,92479,Like New,86045.62,Explorer
598,Mercedes,2005,5.1,Diesel,Manual,271609,Used,52999.26,C-Class
599,BMW,2005,1.8,Petrol,Manual,8798,New,74341.57,5 Series
600,Audi,2005,5.2,Electric,Manual,164361,Used,23914.16,Q7
601,Toyota,2005,5.5,Electric,Automatic,194020,Used,45987.27,Corolla
602,BMW,2005,5.2,Electric,Manual,149967,New,56141.29,X3
603,Toyota,2005,5.0,Petrol,Manual,135669,Used,8673.23,Camry
604,Audi,2005,4.2,Diesel,Manual,19455,New,69845.31,Q5
605,Ford,2005,5.6,Diesel,Manual,213165,New,60529.54,Explorer
606,Ford,2005,2.0,Petrol,Automatic,151083,Like New,62080.03,Fiesta
607,Mercedes,2005,5.3,Diesel,Automatic,74280,Used,76352.52,C-Class
608,Mercedes,2005,1.3,Petrol,Automatic,132290,New,84541.72,E-Class
609,Toyota,2005,2.9,Petrol,Automatic,25792,Used,11783.11,Prius
610,Tesla,2005,4.1,Hybrid,Automatic,15021,Like New,26021.99,Model S
611,Tesla,2005,4.4,Hybrid,Manual,248399,Like New,38854.73,Model 3
612,Honda,2005,1.4,Petrol,Automatic,42039,New,80070.5,Fit
613,Ford,2005,4.0,Electric,Manual,134997,Like New,87950.14,Fiesta
614,Mercedes,2005,2.7,Petrol,Manual,5310,Like New,28216.27,GLA
615,Honda,2005,2.2,Petrol,Manual,50272,Used,88815.61,Civic
616,Tesla,2005,4.2,Electric,Automatic,228978,Like New,54262.42,Model S
617,Toyota,2005,4.6,Diesel,Automatic,80978,Used,16594.14,RAV4
618,Mercedes,2005,3.4,Electric,Automatic,73401,New,97600.01,C-Class
619,Audi,2005,3.6,Petrol,Manual,112789,Like New,97771.6,A3
620,Tesla,2005,5.7,Hybrid,Automatic,210005,New,24708.62,Model Y
621,Honda,2005,2.2,Petrol,Automatic,197105,Like New,94888.77,Civic
622,BMW,2005,2.3,Hybrid,Manual,9470,New,48635.26,X3
623,Mercedes,2005,2.5,Hybrid,Automatic,265735,Like New,35631.92,GLA
624,Ford,2005,1.2,Diesel,Manual,215933,New,92136.05,Fiesta
625,Ford,2005,1.3,Diesel,Automatic,60481,New,15852.17,Explorer
626,Ford,2005,3.3,Petrol,Automatic,170715,New,61853.87,Mustang
627,Tesla,2005,4.3,Hybrid,Automatic,221815,Used,9748.36,Model Y
628,Toyota,2005,5.7,Petrol,Automatic,199867,New,88900.74,RAV4
629,Toyota,2005,1.1,Diesel,Automatic,56947,Used,49967.86,Prius
630,Audi,2005,3.4,Electric,Manual,246509,Like New,75446.31,Q5
631,Audi,2005,5.0,Hybrid,Manual,19659,Used,62280.02,A3
632,Toyota,2005,4.1,Diesel,Automatic,120827,Like New,91494.8,Camry
633,Audi,2005,3.7,Petrol,Automatic,11920,New,98330.26,Q7
634,Tesla,2006,3.5,Hybrid,Manual,294065,New,70601.16,Model 3
635,Tesla,2006,3.4,Diesel,Automatic,297641,Used,46551.41,Model X
636,Tesla,2006,1.3,Petrol,Manual,96299,Used,84986.05,Model Y
637,BMW,2006,4.6,Electric,Automatic,239040,New,23029.74,5 Series
638,Honda,2006,3.1,Diesel,Automatic,74469,Like New,85848.51,CR-V
639,Mercedes,2006,3.1,Diesel,Manual,24815,New,31149.5,GLC
640,Audi,2006,1.6,Petrol,Automatic,159996,New,20352.91,A3
641,Ford,2006,4.3,Diesel,Manual,271176,Used,40506.57,Mustang
642,Mercedes,2006,3.0,Electric,Automatic,171796,Used,80065.75,GLC
643,Tesla,2006,1.7,Diesel,Automatic,292899,New,71152.87,Model S
644,Tesla,2006,1.6,Petrol,Automatic,197865,Used,35844.5,Model X
645,Toyota,2006,2.5,Diesel,Manual,283568,New,67682.27,Camry
646,Honda,2006,4.8,Electric,Automatic,273412,Like New,42235.83,Accord
647,Tesla,2006,1.7,Petrol,Automatic,187223,Like New,86918.81,Model Y
648,Ford,2006,2.9,Petrol,Manual,283539,Like New,26755.14,Explorer
649,Toyota,2006,2.0,Petrol,Manual,137405,Used,63401.95,Camry
650,Mercedes,2006,2.8,Electric,Automatic,73277,Used,88848.37,C-Class
651,BMW,2006,3.2,Diesel,Manual,200123,New,38162.84,3 Series
652,Audi,2006,2.2,Petrol,Manual,64033,Like New,66332.39,A4
653,Honda,2006,1.3,Petrol,Manual,108611,Like New,65574.51,Civic
654,Audi,2006,2.7,Hybrid,Manual,188691,Like New,92983.85,A4
655,Ford,2006,4.8,Hybrid,Automatic,92943,Like New,56311.09,Focus
656,Honda,2006,3.6,Petrol,Automatic,29873,Like New,5129.96,Civic
657,Tesla,2006,1.4,Diesel,Manual,82104,Used,94344.03,Model 3
658,Mercedes,2006,1.8,Electric,Automatic,50022,New,89677.64,GLA
659,BMW,2006,2.4,Petrol,Manual,91205,Used,12549.81,5 Series
660,Ford,2006,4.5,Diesel,Automatic,220868,Like New,86434.03,Explorer
661,Toyota,2006,3.1,Petrol,Manual,236139,New,41926.32,Camry
662,Honda,2006,1.1,Electric,Automatic,279250,Like New,28798.78,CR-V
663,Honda,2006,1.4,Hybrid,Automatic,108138,New,34629.56,Accord
664,Toyota,2006,3.4,Diesel,Automatic,102339,Like New,94132.36,RAV4
665,Mercedes,2006,1.7,Diesel,Automatic,60204,New,13695.84,E-Class
666,Audi,2006,1.8,Electric,Manual,49262,New,67655.38,A4
667,BMW,2006,1.6,Diesel,Automatic,20641,Used,51174.28,X3
668,BMW,2006,2.5,Diesel,Manual,256346,Like New,88486.09,X3
669,Audi,2006,1.8,Petrol,Automatic,10247,New,6290.25,Q7
670,Tesla,2006,3.9,Petrol,Automatic,67021,Like New,16395.84,Model 3
671,Audi,2006,2.8,Petrol,Manual,259820,Used,28322.67,A4
672,Tesla,2006,2.8,Diesel,Automatic,149776,New,15955.31,Model S
673,Mercedes,2006,3.1,Diesel,Automatic,35326,Like New,38067.23,GLA
674,Tesla,2006,1.2,Diesel,Automatic,53276,New,32136.64,Model X
675,Tesla,2006,3.4,Electric,Automatic,121831,Like New,75023.33,Model S
676,Honda,2006,5.2,Petrol,Manual,137912,Like New,70415.4,Fit
677,Honda,2006,3.8,Petrol,Automatic,112909,New,72934.63,Fit
678,Honda,2006,4.9,Petrol,Manual,155223,Like New,84660.82,CR-V
679,BMW,2006,3.0,Hybrid,Automatic,286348,Like New,81229.74,5 Series
680,Honda,2006,1.3,Electric,Automatic,214096,Used,67578.81,Accord
681,Tesla,2006,1.9,Petrol,Automatic,11519,Used,17230.54,Model Y
682,Toyota,2006,1.9,Electric,Automatic,125806,New,60725.99,RAV4
683,Ford,2006,5.7,Hybrid,Manual,129236,New,56940.01,Mustang
684,BMW,2006,5.1,Hybrid,Manual,15861,Like New,73719.07,3 Series
685,Audi,2006,5.8,Diesel,Manual,79311,Like New,89526.99,Q7
686,Toyota,2006,5.1,Hybrid,Manual,52132,Used,50555.4,Camry
687,BMW,2006,4.7,Diesel,Manual,46665,Like New,75127.26,3 Series
688,BMW,2006,5.4,Hybrid,Manual,47664,New,79574.92,X3
689,Audi,2006,2.2,Hybrid,Manual,127922,Used,5947.24,A4
690,Mercedes,2006,3.7,Diesel,Automatic,180160,Used,75817.98,GLA
691,Audi,2006,5.3,Hybrid,Manual,152755,Used,15004.69,A4
692,Mercedes,2006,1.5,Petrol,Automatic,18013,Used,35226.41,C-Class
693,BMW,2006,4.0,Diesel,Automatic,113922,Used,23490.23,X5
694,Audi,2006,3.3,Diesel,Manual,290749,New,19175.06,A3
695,Toyota,2006,2.9,Electric,Automatic,283830,Like New,21967.75,Camry
696,BMW,2006,1.0,Hybrid,Manual,207791,Like New,69924.53,X3
697,Honda,2006,3.7,Petrol,Manual,277845,Used,21525.04,Civic
698,Honda,2006,2.3,Electric,Automatic,282615,New,78674.31,Civic
699,Ford,2006,5.3,Hybrid,Manual,148430,New,61442.88,Focus
700,BMW,2006,5.8,Diesel,Automatic,153560,Like New,9330.19,X3
701,Audi,2006,5.3,Electric,Manual,15,Used,41932.64,Q5
702,Audi,2006,3.3,Electric,Automatic,140721,New,87327.78,A4
703,Toyota,2006,2.6,Petrol,Automatic,39369,Used,72433.83,Camry
704,Ford,2006,1.3,Petrol,Manual,14026,Used,84395.51,Fiesta
705,Audi,2006,5.2,Petrol,Manual,86711,New,97808.48,Q5
706,BMW,2006,4.3,Hybrid,Automatic,165229,Like New,15952.67,X5
707,BMW,2006,4.1,Petrol,Manual,275875,Used,63238.73,3 Series
708,BMW,2006,1.5,Diesel,Manual,3212,Used,14856.2,5 Series
709,Honda,2006,4.1,Electric,Automatic,299334,Used,79670.05,CR-V
710,Mercedes,2006,3.5,Hybrid,Manual,32543,Used,15118.61,E-Class
711,Toyota,2006,3.0,Hybrid,Automatic,196914,Used,13522.58,Camry
712,BMW,2006,3.7,Electric,Manual,258466,New,95332.86,X3
713,Audi,2006,3.7,Electric,Manual,93878,Used,59071.61,A3
714,Ford,2006,4.9,Hybrid,Manual,179480,Used,89818.91,Focus
715,Toyota,2006,4.0,Petrol,Manual,177171,Like New,12696.41,Prius
716,Audi,2006,5.8,Diesel,Automatic,101584,Used,37067.94,Q5
717,Toyota,2006,1.2,Hybrid,Manual,208994,New,46493.9,Camry
718,Honda,2006,1.3,Diesel,Automatic,19340,Used,70260.83,Accord
719,Ford,2006,4.7,Petrol,Automatic,114360,New,74766.45,Fiesta
720,Mercedes,2007,4.8,Hybrid,Automatic,219601,Used,27998.42,GLA
721,Ford,2007,5.3,Hybrid,Automatic,273661,Used,19836.85,Mustang
722,BMW,2007,1.6,Electric,Automatic,4646,Used,61932.7,3 Series
723,Toyota,2007,1.4,Hybrid,Automatic,290534,Used,94764.46,Camry
724,Audi,2007,6.0,Hybrid,Manual,270888,New,14031.19,Q7
725,BMW,2007,3.9,Diesel,Automatic,269417,Like New,21609.73,5 Series
